cartelaId,B1,B2,B3,B4,B5,I1,I2,I3,I4,I5,N1,N2,N3,N4,N5,G1,G2,G3,G4,G5,O1,O2,O3,O4,O5
544,3,15,2,1,6,18,28,25,27,17,43,44,,41,45,53,60,51,46,49,62,74,75,63,67
545,6,4,13,15,14,23,17,24,20,18,41,43,,31,39,48,47,60,56,49,66,72,67,74,75
546,12,5,8,6,1,29,18,21,22,30,36,35,,31,37,46,59,48,49,55,71,61,75,74,73
547,14,15,7,12,11,23,21,22,27,29,42,34,,36,37,46,59,50,49,55,69,64,65,71,70
548,6,2,4,11,14,20,24,18,19,16,41,39,,40,43,56,50,57,60,49,61,69,73,68,74
549,8,2,11,1,5,18,22,20,21,28,34,44,,32,33,55,52,58,51,60,72,66,64,70,73
550,6,1,2,7,5,30,18,22,25,19,44,39,,42,33,60,49,57,59,50,69,65,68,74,71
551,5,2,14,9,15,16,24,28,23,20,39,41,,45,32,57,55,47,59,49,69,70,66,68,62
552,9,14,12,7,13,30,26,24,17,29,38,41,,33,36,57,47,55,54,51,65,73,68,67,64
553,11,6,7,12,8,19,30,29,20,21,45,39,,44,31,55,60,54,46,51,64,75,71,65,74
554,15,9,1,14,3,18,19,23,28,22,31,45,,35,42,48,55,53,60,50,63,64,75,62,71
555,12,14,10,4,11,24,28,23,16,29,39,33,,31,34,56,47,50,59,52,69,65,70,64,68
556,10,9,1,2,12,25,24,21,19,20,38,34,,39,40,55,48,51,52,59,73,68,63,71,69
557,5,1,14,7,6,29,18,19,27,17,33,44,,35,31,52,46,51,49,54,63,67,75,61,65
558,13,10,6,5,12,25,21,18,29,24,38,41,,45,33,50,60,47,53,58,65,70,73,67,75
559,4,12,8,13,15,20,29,22,24,30,37,44,,31,33,54,47,59,51,60,61,67,75,72,66
560,12,7,10,11,3,22,16,17,24,19,32,44,,43,40,59,49,60,57,46,62,74,68,64,73
561,9,4,8,15,5,25,26,28,30,21,31,37,,40,34,50,46,54,49,56,66,63,74,68,64
562,7,15,12,1,6,24,21,28,25,23,32,34,,38,33,48,54,50,47,55,65,62,68,72,61
563,3,4,11,9,12,16,27,18,29,19,44,40,,32,41,49,47,53,46,60,73,74,69,72,62
564,13,5,12,3,6,25,27,26,18,22,43,38,,40,32,51,59,50,53,48,72,63,75,66,73
565,4,9,3,1,15,27,16,24,29,28,40,43,,45,44,50,53,52,59,48,70,62,61,71,63
566,11,9,10,15,2,19,27,24,21,17,40,32,,34,36,60,57,59,53,49,64,71,63,62,65
567,11,5,1,15,12,30,16,18,28,24,43,34,,37,39,55,57,48,54,52,75,74,72,67,70
568,6,15,11,3,12,19,27,18,21,22,37,43,,36,35,46,55,59,48,60,69,63,75,64,66
569,15,12,13,14,1,25,18,22,16,29,44,34,,45,37,46,59,52,51,53,75,69,70,66,72
570,10,1,13,5,14,16,25,21,30,29,34,42,,43,41,53,58,59,49,48,68,65,63,62,71
571,5,11,15,8,6,27,22,19,17,20,31,45,,41,36,58,53,57,48,54,73,65,70,72,61
572,14,5,7,4,9,28,17,18,23,21,45,40,,37,39,56,50,51,52,49,64,70,73,67,66
573,11,12,3,14,8,25,26,16,24,28,34,33,,35,44,47,46,52,56,58,75,63,64,72,62
574,3,15,7,11,2,21,25,19,27,20,37,43,,44,38,59,56,51,55,57,63,73,72,61,65
575,2,7,8,5,14,28,24,19,27,23,42,33,,31,40,48,52,59,55,51,73,67,72,69,75
576,7,5,1,11,12,23,30,21,18,19,37,32,,33,36,58,59,48,54,53,63,68,61,62,67
577,14,6,11,3,9,22,16,17,19,27,33,39,,38,34,49,53,54,59,56,63,74,70,66,62
578,4,13,10,14,6,28,20,21,25,24,34,43,,38,45,49,50,46,58,60,75,61,73,63,66
579,10,15,14,5,1,20,21,25,27,30,36,44,,41,31,47,53,56,46,52,67,66,72,65,71
580,12,6,4,1,3,29,27,16,30,26,34,39,,42,33,58,57,48,54,56,62,73,70,65,69
581,14,6,2,13,11,20,30,28,27,24,44,42,,45,39,53,60,59,50,52,62,72,64,67,65
582,4,6,8,11,7,22,17,26,27,19,41,31,,45,33,56,52,46,55,49,68,65,74,70,73
583,9,6,11,12,15,30,22,18,23,25,37,43,,44,31,58,53,54,57,49,73,65,71,61,75
584,2,13,5,12,3,28,26,17,27,19,42,44,,35,37,51,54,48,53,50,66,65,62,64,73
585,6,9,7,10,14,18,28,26,21,20,33,37,,39,31,50,60,51,53,55,63,72,65,74,71
586,8,5,4,9,1,23,17,26,24,29,38,33,,35,44,46,56,54,58,57,72,65,64,62,61
587,5,1,13,8,9,18,30,23,22,29,31,44,,34,37,47,60,57,50,52,75,71,70,65,61
588,10,4,11,2,15,16,23,22,19,30,42,40,,32,45,49,55,52,48,46,62,66,61,64,75
589,9,8,7,2,6,25,27,30,17,24,39,35,,33,34,49,54,47,48,52,63,66,70,74,73
590,6,13,7,3,8,18,20,16,28,22,43,32,,31,40,47,52,60,55,57,75,62,65,74,68
591,15,5,4,14,2,29,21,30,25,18,35,33,,43,45,54,56,58,59,57,64,61,74,71,62
592,15,10,8,5,2,17,28,30,26,22,34,44,,36,39,57,59,60,52,49,63,64,61,73,66
593,14,13,4,6,5,21,28,29,18,17,38,36,,37,40,47,53,49,54,57,65,63,64,67,62
594,15,9,14,6,7,28,20,18,21,26,41,31,,44,35,51,46,57,53,49,62,73,69,64,75
595,8,1,5,3,2,23,22,20,18,24,34,41,,38,39,54,57,51,52,46,65,66,73,75,64
596,7,8,2,13,9,23,20,17,21,25,40,37,,45,35,53,60,52,47,46,67,65,72,75,69
597,2,11,5,9,15,28,27,16,24,17,37,44,,40,42,49,54,52,58,46,75,67,68,65,63
598,10,5,6,4,14,30,22,24,21,17,44,36,,40,39,54,47,53,58,51,65,66,71,72,67
599,12,7,4,10,9,21,27,18,26,28,43,42,,32,44,54,52,46,51,53,64,61,67,70,73
600,14,12,13,4,8,23,24,17,30,16,33,41,,43,40,48,60,47,58,54,68,66,63,65,61
